asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,sales_volume,delivery
B09BM2FZ3M,OnePlus Nord N200 | 5G for T-Mobile U.S Version | 6.49&quot; Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera (T-Mobile) (Renewed),$74.00 ,$84.37 ,USD,4.1,385,16,$70.00 ,500+ bought in past month,"FREE delivery Wed, Sep 25"
B084HM9YWW,"Apple iPhone 11, US Version, 64GB, Black - T-Mobile (Renewed)",$209.00 ,$222.07 ,USD,4.2,52783,1,$209.00 ,100+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 7 left in stock - order soon."
B08HKRVZ4W,"Samsung Galaxy Note 20 5G (128GB, 8GB) 6.7&quot; AMOLED+, Snapdragon 865, Global 5G VoLTE (Fully Unlocked for AT&amp;T, Verizon, Sprint, Metro) N981U (Mystic Bronze) (Renewed)",$225.00 ,$598.98 ,USD,4.3,940,19,$190.95 ,400+ bought in past month,"FREE delivery Thu, Sep 26 Or fastest delivery Tomorrow, Sep 20"
B00FRS8UKM,"VTech CS6719-16 DECT 6.0 Phone with Caller ID/Call Waiting, 1 Cordless Handset, Red",$20.23 ,$21.95 ,USD,4.4,37768,6,$10.99 ,300+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B07BZV9DST,"VTech DS6151-2 2 Handset 2-Line Cordless Phone System for Home or Small Business with Digital Answering System &amp; Mailbox on each line, Silver",$96.87 ,$109.95 ,USD,4.1,1173,21,$36.35 ,600+ bought in past month,"FREE delivery Fri, Sep 27"
B0CMPLN52T,"Apple iPhone 15, 128GB, Pink - Unlocked (Renewed)",$620.05 ,$661.99 ,USD,4.4,566,21,$615.99 ,200+ bought in past month,FREE delivery Sep 24 - 25 Only 1 left in stock - order soon.
B08CFSZLQ4,Google Pixel 4a - Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black,$159.99 ,$179.99 ,USD,4.5,10417,15,$149.99 ,200+ bought in past month,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20"
B09BFRV59N,"SAMSUNG Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display Screen, Pro Grade Camera, All Day Intelligent Battery, US Version, 2022, White",$319.95 ,$348.28 ,USD,4.5,14909,1,$319.95 ,200+ bought in past month,"FREE delivery Thu, Sep 26 Only 4 left in stock - order soon."
B08Y727NMK,"OnePlus 9 Winter Mist, 5G Unlocked Android Smartphone U.S Version, 8GB RAM+128GB Storage, 120Hz Fluid Display, Hasselblad Triple Camera, 65W Ultra Fast Charge, 15W Wireless Charge, with Alexa Built-in",$188.89 ,$599.99 ,USD,4.2,1039,1,$188.89 ,200+ bought in past month,"FREE delivery Thu, Sep 26"
B09Q7JLN13,SIMBROS Radiant Core Phone At&amp;t Unlocked u304aa 4g 5.5in 16GB Smart Phone simkey -Unlocked to Work on All GSM Carriers Like At&amp;t T-Mobile &amp; Cricket -Not for Verizon,$39.99 ,$49.99 ,USD,3.0,58,1,$39.99 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B01LZV2HVG,"Panasonic Amplified Cordless Phone with Slow Talk, 40dB Volume Boost, 100dB Loud Visual Ringer, Hearing Aid Compatibility, Large Screen and Backlit Keypad - KX-TGM420W - 1 Handset (White)",$103.76 ,$119.99 ,USD,4.3,1452,25,$49.99 ,300+ bought in past month,"FREE delivery Tue, Sep 24"
B07D2BHBYR,"AT&amp;T CL84107 DECT 6.0 Expandable Corded/Cordless Phone with Smart Call Blocker, Black/Silver with 1 Handset",$76.95 ,$88.14 ,USD,4.4,5154,5,$32.95 ,200+ bought in past month,"FREE delivery Tue, Sep 24"
B088XZFKJ5,Samsung Galaxy A20 32GB 6.4&quot; Display A205U Black Unlocked Smartphone (Renewed),$91.75 ,$199.95 ,USD,3.9,641,17,$56.10 ,100+ bought in past month,"FREE delivery Sat, Sep 21 Only 3 left in stock - order soon."
B07H8PXT7K,"Samsung Galaxy Note 9, 128GB, Lavender Purple - Unlocked (Renewed)",$183.00 ,$198.00 ,USD,4.3,3281,6,$156.00 ,100+ bought in past month,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25
B0D1ZFS9GH,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,$349.99 ,$399.99 ,USD,4.3,55,3,$335.72 ,400+ bought in past month,"FREE delivery Tue, Sep 24"
B0CHN7M531,"OnePlus Open, 16GB RAM+512GB, Dual-SIM, Voyager Black, US Factory Unlocked Android Smartphone, 4805 mAh Battery, 67W Fast Charging, Hasselblad Camera, 120Hz Fluid Display","$1,299.99 ","$1,699.99 ",USD,4.1,218,4,"$1,138.07 ",200+ bought in past month,"FREE delivery Tue, Sep 24"
B0CCSF3WML,Straight Talk Apple iPhone 7 32GB - Silver,$83.00 ,$98.99 ,USD,3.8,67,4,$82.17 ,200+ bought in past month,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25
B09V1NGFN4,SAMSUNG Galaxy S22 128 GB Green,$235.90 ,$250.00 ,USD,4.0,807,27,$199.50 ,400+ bought in past month,"FREE delivery Tue, Sep 24 Or fastest delivery Sat, Sep 21"
B06X1B444W,"VTech Connect to Cell DS6771-3 DECT 6.0 Cordless Phone - Black, Silver, 6.9&quot; x 4&quot; x 6.6&quot;",$98.25 ,$109.99 ,USD,4.1,2542,25,$34.63 ,200+ bought in past month,"FREE delivery Tue, Sep 24"
B01K5N4QEM,Panasonic Expandable Cordless Phone System with Amber Backlit Display and Call Block – 1 Handset – KX-TGC350B (Black),$31.49 ,$34.99 ,USD,4.3,2060,21,$14.19 ,100+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0929127RH,"VTech IS8121-3 Super Long Range up to 2300 Feet DECT 6.0 Bluetooth 3 Handset Cordless Phone for Home with Answering Machine, Call Blocking, Connect to Cell, Intercom and Expandable to 5 Handsets",$76.56 ,$80.58 ,USD,4.2,4051,3,$48.26 ,300+ bought in past month,"FREE delivery Tue, Sep 24"
B0CHYBX2L4,"Blackview Rugged Smartphone Unlocked, 2023 BV6200 Rugged Phones, 13000mAh Battery 18W Fast Charge, Android 13, 8GB+64GB/2TB Expand, Waterproof Mobile Phones, Three Card Slots, 6.56&quot; Display, T-Mobile",$169.99 ,$199.99 ,USD,4.1,214,1,$169.99 ,50+ bought in past month,"FREE delivery Tue, Sep 24 Only 16 left in stock - order soon."
B0858974Q2,SAMSUNG Galaxy A10e GSM Unlocked (not CDMA) 32GB Smartphone - Black (Renewed),$69.00 ,$74.99 ,USD,3.8,1199,16,$67.69 ,50+ bought in past month,"FREE delivery Sat, Sep 21 Only 13 left in stock - order soon."
B0757B9VFG,"VTech AM18447 Main Console 4-Line Expandable Small Business Office Phone System with Answering Machine, Intercom, Auto Attendant &amp; Music on Hold , Black",$149.95 ,$164.95 ,USD,4.3,1161,6,$55.94 ,300+ bought in past month,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24"
B08GPJYY54,"VTech VS113-5 Extended Range 5 Handset Cordless Phone for Home with Call Blocking, Connect to Cell Bluetooth, 2&quot; Backlit Screen, Big Buttons, and Answering System, Silver &amp; Black",$119.95 ,$142.95 ,USD,4.0,1910,2,$75.26 ,100+ bought in past month,"FREE delivery Tue, Sep 24"
B003BNY7QG,"AT&amp;T ML17939 2-Line Corded Telephone with Digital Answering System and Caller ID/Call Waiting, Black/Silver",$70.32 ,$87.95 ,USD,4.3,1082,83,$40.32 ,200+ bought in past month,"FREE delivery Tue, Sep 24"
B08H85VZNX,"Google Pixel 4a Smartphone, 128GB Storage &amp; Unlocked Cellular - Just Black (Renewed)",$130.00 ,$159.99 ,USD,4.0,1204,11,$109.85 ,50+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon."
B007P8DMBE,"AT&amp;T TL88102 DECT 6.0 2-Line Expandable Cordless Phone with Answering System and Dual Caller ID/Call Waiting, 1 Handset, Silver/Black",$95.53 ,$119.95 ,USD,4.1,836,49,$38.11 ,100+ bought in past month,"FREE delivery Tue, Sep 24"
B07X4B9G32,Moto Z4 - For Verizon - 128 GB - Flash Gray (Renewed),$80.29 ,$94.79 ,USD,4.2,795,8,$64.57 ,100+ bought in past month,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 19 left in stock - order soon."
B08HVXC89J,LIVELY Jitterbug Flip2 - Flip Cell Phone for Seniors - Not Compatible with Other Wireless Carriers- Must Be Activated Phone Plan- Graphite,$47.99 ,$79.99 ,USD,4.0,3219,11,$44.34 ,300+ bought in past month,"FREE delivery Tue, Sep 24"
B08FRS3R32,"SAMSUNG Galaxy S20+ Plus 5G Factory Unlocked Android Cell Phone SM-G986U US Version | 128GB | Fingerprint ID &amp; Facial Recognition | Long-Lasting Battery (Cosmic Black, 128GB)",$249.70 ,$349.00 ,USD,3.7,305,8,$213.91 ,200+ bought in past month,"FREE delivery Tue, Sep 24 Only 1 left in stock - order soon."
B0845ZVJW3,"Samsung Galaxy Note 10+, 256GB, Aura Black - Fully Unlocked (Renewed)",$264.95 ,$299.99 ,USD,4.2,2949,14,$217.95 ,200+ bought in past month,"FREE delivery Sat, Sep 21 Only 2 left in stock - order soon."
B0D19B2D19,"SAMSUNG Galaxy Z Flip 6 AI Cell Phone, 512GB Unlocked Android Smartphone, FlexCam, Photo Assist, Camcorder Mode, Live Interpreter, Foldable Design, 2024, US 1 Yr Manufacturer Warranty, Silver Shadow",$944.96 ,"$1,219.99 ",USD,4.2,93,8,$899.99 ,300+ bought in past month,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20"
B08R61G69Q,"Google Pixel 4a with 5G, 6.2&quot;, 128GB, 6GB RAM, Unlocked Cellular - Just Black (Renewed)",$135.00 ,$159.00 ,USD,3.8,866,10,$128.95 ,100+ bought in past month,"FREE delivery Sat, Sep 21 Only 4 left in stock - order soon."
B07R5CJDD7,Google - Pixel 3a X-Large with 64GB Memory Cell Phone (Unlocked) - Just Black (G020C),$139.99 ,$479.00 ,USD,4.3,4559,20,$109.90 ,List: ,"FREE delivery Tue, Sep 24"
B086H3HH5V,Moto E | Unlocked | Made for US by Motorola | 2/32GB | 13MP Camera | 2020 | Blue,$107.99 ,$119.99 ,USD,4.4,16748,4,$61.03 ,Typical: ,"FREE delivery Thu, Sep 26"
B008UZE0IU,"VTech CD1113 Corded Phone for Home Office - Easy-to-Use Telephone with Caller ID/Call Waiting, 13 Speed Dial Keys, No AC Power Required, Flash, Volume Control, Hearing Aid Compatible,Wall-mount, Black",$22.40 ,$23.86 ,USD,4.1,1742,15,$14.80 ,100+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B084CVPLLC,Moto G stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,$149.99 ,$179.99 ,USD,4.4,6645,5,$89.95 ,Typical: ,"FREE delivery Fri, Sep 27"
B004KQDBKG,"Panasonic KX-TS880B Integrated Corded Telephone,Black",$55.00 ,$59.99 ,USD,3.9,862,3,$16.41 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B08M46Q3C1,"Panasonic Office Phone System, Corded Base Station with 4-Lines Expandable with Up to 10 Compatible Panasonic Business Phones Wirelessly - KX-TGW420B (Black)",$146.29 ,$169.99 ,USD,3.8,136,23,$61.19 ,100+ bought in past month,"FREE delivery Tue, Sep 24"
B0CSDWT13K,Xiaomi Redmi Note 13 4G LTE (256GB + 8GB) 6.67&quot; 108MP Triple (Tmobile Mint Tello Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (MidnightBlack Global ROM),$159.69 ,$169.99 ,USD,4.4,155,1,$159.69 ,300+ bought in past month,"FREE delivery Tue, Sep 24"
B0CQPBKCNH,"Hellobaby DECT 6.0 Cordless Phone with 2 Handsets, Reliable 1000 ft Range, Cordless Home Phone with Caller ID/Call Waiting, Call Block, Phones Landline Cordless with Blue Backlit Display, HB2688-2",$27.99 ,$37.99 ,USD,3.9,178,3,$25.93 ,200+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0CH9P3HYW,"VTech IS8251 Business Grade Expandable Cordless Phone for Home Office, 5&quot; Color Display, Programmable Short Cut Keys, Smart Call Blocking, Answering System, Bluetooth Connect to Cell",$89.95 ,$109.95 ,USD,4.2,918,2,$56.58 ,List: ,"FREE delivery Tue, Sep 24"
B07DVTRK72,"Y043 Corded Landline Telephone for Home, Caller ID/Call Waiting, Easy-to-Use, Speaker, Display, Desk Phone Only (Off-White)",$18.98 ,$29.98 ,USD,3.8,1235,1,$18.98 ,100+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0CK2RLX1N,"Motorola Edge + Plus | 2022 | US Version| 5G Smartphone with Android 12.0 | 8 GB Memory | 50MP Camera | 4800mAh, More Than All Day Battery Life | Unlocked Phone | (128GB | Cosmos Blue) (Renewed)",$184.95 ,$219.00 ,USD,4.0,69,1,$184.95 ,Typical price: ,"FREE delivery Sep 25 - 27 Or fastest delivery Tomorrow, Sep 20 Only 1 left in stock - order soon."
B0CNPHHTM3,"HelloBaby DECT 6.0 Cordless Phone with 2 Handsets, Advanced Call Block, Expandable Cordless Phone with Trilingual Caller ID/Call Waiting, Full-Duplex Handset Speakerphone, Reliable 1000ft Range",$39.99 ,$42.99 ,USD,3.9,300,3,$34.74 ,100+ bought in past month,"FREE delivery Tue, Sep 24"
B099NZRSND,Motorola One 5G UW 128GB Oxford Blue for Verizon (Renewed),$82.85 ,$97.99 ,USD,4.3,162,8,$73.99 ,Typical price: ,FREE delivery Sep 24 - 26 Or fastest delivery Sep 20 - 24
B0D1C7N13W,"AT&amp;T Essentials Edge Pro Case, Cell Phone Accessories, with Drop Protection for Apple iPhone (Clear Edge, iPhone 15/14/13)",$17.99 ,$29.99 ,USD,3.4,6,1,$17.99 ,List: ,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0016CVUR8,Hamburger Cheeseburger Burger Phone Telephone IN JUNO(Telephone),$12.98 ,$15.80 ,USD,4.3,1079,8,$12.00 ,100+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B09GKPDCVW,Yealink W76P - IP DECT Phone Bundle W56H with W70 Base,$161.23 ,$179.99 ,USD,4.2,155,31,$95.00 ,200+ bought in past month,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon."
B09GKXZCWY,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Green (Renewed)",$326.00 ,$539.99 ,USD,3.9,313,4,$214.99 ,50+ bought in past month,"FREE delivery Sep 26 - Oct 2 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon."
B0CH7Q92J8,"NUU A23Plus Basic Cell Phone for AT&amp;T, T-Mobile, Cricket, Mint Mobile, Metro, 64G/3GB 6.3&quot; 4G LTE, Q Link, Hello Mobile Dual SIM, Black, 365 Days US Warranty with Detachable &amp; Replaceable Battery",$79.99 ,$84.99 ,USD,3.7,400,1,$79.99 ,400+ bought in past month,"FREE delivery Tue, Sep 24"
B0CMTLGC9W,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8&quot; Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8G SD Card (Purple)",$31.99 ,$39.99 ,USD,4.2,1373,3,$26.93 ,4K+ bought in past month,"FREE delivery Tue, Sep 24"
B0BYL93774,"Apple iPhone 14, 128GB, Midnight - Unlocked (Renewed Premium)",$541.06 ,$579.00 ,USD,4.2,776,6,$511.67 ,500+ bought in past month,"FREE delivery Tue, Sep 24"
B09D55BNYB,Motorola Moto G Stylus 128GB Mystic Indigo from Verizon (Renewed),$66.89 ,$77.00 ,USD,4.0,119,10,$62.22 ,Typical price: ,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon."
B0DCJRJDZS,A23 Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 6GB+128GB Android 13 Smartphone 5500 mAh Large Battery Unlocked Phone 50MP+13MP Camera 4G Dual SIM (Black),$99.99 ,$109.99 ,USD,5.0,3,1,$99.99 ,50+ bought in past month,FREE delivery
B0C5BHVCSJ,motorola Moto G Play 2023 3-Day Battery Unlocked Made for US 3/32GB 16MP Camera Navy Blue (Renewed),$72.99 ,$99.00 ,USD,3.9,291,17,$69.94 ,400+ bought in past month,"FREE delivery Fri, Sep 27 Only 1 left in stock - order soon."
B0CN6Q9D6T,"AGM M9 Rugged Basic Cell Phone, 4G Feature Phone, Simple Mobile Phones, Waterproof, Drop-Proof, Large Buttons, Large Font, Speed Dial, 3 Card Slots, FM Radio, w/Flashlight, 1000mAh, for T-Mobile Only",$49.99 ,$79.99 ,USD,3.8,299,1,$49.99 ,300+ bought in past month,"FREE delivery Tue, Sep 24"
B07P936C7F,"Yealink SIP-T57W IP Phone - Corded/Cordless - Corded/Cordless - Wi-Fi, Bluetooth - Wall Mountable, Desktop - Classic Gray",$202.00 ,$359.00 ,USD,3.7,93,25,$164.35 ,List: ,"FREE delivery Sep 24 - 26 Or fastest delivery Mon, Sep 23 Only 10 left in stock - order soon."
B0BPN14LQG,Samsung Galaxy A23 5G SM-A236U Factory Unlocked 64GB Black (Renewed),$125.00 ,$134.00 ,USD,4.1,309,19,$103.90 ,300+ bought in past month,"FREE delivery Sat, Sep 21 Only 1 left in stock - order soon."
B099N3XGP7,"AT&amp;T CL83507 DECT 6.0 5-Handset Cordless Phone for Home with Dual Keypad Base, Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver/Black",$131.88 ,$139.95 ,USD,4.3,3777,3,$62.01 ,200+ bought in past month,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24"
B08MV7HWFK,"Google Pixel 5 5G, US Version, 128GB, Just Black - Unlocked (Renewed)",$154.31 ,$284.99 ,USD,3.9,2306,7,$134.99 ,200+ bought in past month,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 6 left in stock - order soon."
B086W923PZ,"D1005 Cordless Phone for Home, ECO Technology, Caller ID, Speakerphone(Single Pack, Black)",$27.98 ,$32.98 ,USD,3.8,1414,1,$27.98 ,50+ bought in past month,"FREE delivery Wed, Sep 25 on $35 of items shipped by Amazon"
B0CH964JZ8,LIVELY Jitterbug Smart4 Smartphone for Seniors - Cell Phone for Seniors - Not Compatible with Other Wireless Carriers - Must Be Activated Phone Plan,$71.99 ,$119.99 ,USD,4.0,1857,3,$65.35 ,500+ bought in past month,"FREE delivery Tue, Sep 24"
B0B4F4DH6H,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",$114.28 ,$129.99 ,USD,4.2,539,2,$41.84 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B0B4F4DH6H,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",$114.28 ,$129.99 ,USD,4.2,539,2,$41.84 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B08CHRHFRL,Samsung Galaxy A01 16GB BLACK VERIZON (Renewed),$57.00 ,$79.90 ,USD,3.9,359,25,$49.00 ,100+ bought in past month,"FREE delivery Tue, Sep 24"
B07RBMP5V4,"Sangyn Retro Wall Phones for Landline with Mechanical Ringer Corded Telephone Wall Mounted with Indicator Waterproof Old Style Landline Phones for Home Kitchen, Red",$34.98 ,$38.98 ,USD,4.0,1645,1,$34.98 ,50+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0BCF3YGGF,"Samsung Galaxy S22 5G (128GB, 8GB) 6.2&quot; 120Hz, 50MP 4K Camera (Fully Unlocked, US &amp; Global) S901U1 (w/ 25W Super Fast Charge Cube, Black)(Renewed)",$249.99 ,$270.00 ,USD,4.1,142,11,$219.00 ,200+ bought in past month,"FREE delivery Mon, Sep 23"
B07CCNTHYH,"Alcatel 1 5033J Unlocked Smartphone Dual Sim 5&quot; 18:9 Display, Android Oreo (Go Edition), 8MP Rear Camera, 4G LTE - Works Worldwide &amp; in The U.S GSM Carriers -Black",$59.99 ,$62.99 ,USD,3.8,161,4,$39.00 ,Typical: ,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon."
B0D8PN6CPQ,"TOCOL 3 in 1 Magnetic for iPhone 16 Case, Upgraded Full Camera Protection, Compatible with Magsafe, 16FT Drop Protection, Translucent Matte Back Bumper Phone Cover 6.1-Inch（Black）",$14.99 ,$24.99 ,USD,4.6,4022,1,$14.99 ,500+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0D5CVTSZ1,"Magnetic Neck Mount for Phones, Hands Free POV/Vlog Selfie Mount Flexible Neck Phone Holder for Recording, Magnetic Phone Chest Mount for iPhone 15 14 13 12 Seires and All Smartphones",$27.49 ,$29.94 ,USD,4.6,38,1,$27.49 ,300+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon"
B0CHB24KQJ,"[True Military-Grade] Car Phone Holder【2024 Stronger Suction &amp; Clip】 Universal Cell Phone Holder for Car Mount for Dashboard Windshield Air Vent Long Arm Cell Phone Car Mount Thick Case,Purple",$39.99 ,$45.99 ,USD,4.4,2589,1,$39.99 ,50+ bought in past month,"FREE delivery Tue, Sep 24"
B0CQ237PFS,"Portable Charger 33800mAh USB C Power Bank with Built-in Cables &amp; AC Wall Plug,25W Fast Charging+QC 4.0 Phone Charger,4 Output LCD Display Battery Pack Compatible with iPhone15/14,Samsung,Android etc",$45.95 ,$69.95 ,USD,4.4,672,1,$45.95 ,3K+ bought in past month,"FREE delivery Tue, Sep 24"
